t-SNE Dimension 1,t-SNE Dimension 2
-20.286972,9.304439
-14.493646,-26.047125
-15.030106,18.305487
-15.230172,8.092817
-18.022383,-4.01692
-3.156065,-22.42323
-12.665498,7.5405006
-9.245526,1.4489182
2.734438,23.123539
12.826834,20.72237
5.8675075,-2.2377543
7.0801463,7.4061136
9.169245,4.3278446
4.8160195,-19.29689
9.739008,1.4931233
4.792918,-20.751152
11.509415,-16.505026
10.14612,3.110166
10.563974,-4.4099803
10.369279,2.4950721
11.647018,17.04355
11.505015,10.830383
12.765812,14.138316
10.487961,0.23758548
10.102725,0.5250598
-1.9762683,4.087099
5.353975,-4.347148
